Country name,Geographical code,Household unique ID,Enumeration Area,Household unique identifier,urbrur,loc5,loc7,Survey month,Survey year,Adult equivalent scale,Total number of residents excluding household help,"Weights from sampling, used in weighting statistics calculated from individual l","WTA_S multiplied by HHSIZE, normally used in weighting statistics calculated fro",RECODE of urbrur (Urban/Rural),Total value of foods other than purchased,(sum) FD_P_CER,(sum) FD_P_MEAT,(sum) FD_P_VEG,(sum) FD_P_FRUIT,(sum) FD_P_PULS,(sum) FD_P_STAR,Total value of nonalcoholic beverages other than purchased,"Total expenditure on purchased food excluding beverages, tobacco, catering and r",Total expenditure on purchased non-alcoholic beverages,Food expenditure at restaurants,Recall period in weeks,"Total food expenditure, sum of variables prefixed fd",_merge
Ghana,Volta,70393/06,70393,6,Rural,Rural Forest,Rural Forest,10,2016,2.209999979,3,182.1982037,546.5946045,Rural,0,0,0,0,0,0,0,0,3050.669986,217.5399971,58.40000153,0.714285731,3326.609863,matched (3)
Ghana,Volta,70393/07,70393,7,Rural,Rural Forest,Rural Forest,10,2016,5.519999981,7,182.1982037,1275.387451,Rural,0,0,0,0,0,0,0,0,9840.399997,445.2999878,0,0.714285731,10285.7002,matched (3)
Ghana,Volta,70393/08,70393,8,Rural,Rural Forest,Rural Forest,10,2016,0.660000026,1,182.1982037,182.1981964,Rural,219,219,0,0,0,0,0,0,2270.299985,153.3000031,0,0.714285731,2642.600098,matched (3)
Ghana,Volta,70393/09,70393,9,Rural,Rural Forest,Rural Forest,10,2016,1.480000019,2,182.1982037,364.3963928,Rural,0,0,0,0,0,0,0,0,1363.639988,0,0,0.714285731,1363.640015,matched (3)
Ghana,Volta,70393/10,70393,10,Rural,Rural Forest,Rural Forest,10,2016,0.790000021,1,182.1982037,182.1981964,Rural,0,0,0,0,0,0,0,0,7.300000191,0,29.20000076,0.714285731,36.5,matched (3)
Ghana,Volta,70393/11,70393,11,Rural,Rural Forest,Rural Forest,10,2016,2.550000012,3,182.1982037,546.5946045,Rural,0,0,0,0,0,0,0,0,1953.480001,5.840000153,0,0.714285731,1959.319946,matched (3)
Ghana,Volta,70393/12,70393,12,Rural,Rural Forest,Rural Forest,10,2016,1,1,182.1982037,182.1981964,Rural,0,0,0,0,0,0,0,0,912.5000067,13.14000034,131.3999977,0.714285731,1057.040039,matched (3)
Ghana,Volta,70393/13,70393,13,Rural,Rural Forest,Rural Forest,10,2016,0.660000026,1,182.1982037,182.1981964,Rural,0,0,0,0,0,0,0,0,477.4200068,0,0,0.714285731,477.4200134,matched (3)
Ghana,Volta,70393/14,70393,14,Rural,Rural Forest,Rural Forest,10,2016,2.450000048,3,182.1982037,546.5946045,Rural,0,0,0,0,0,0,0,0,3414.939998,402.960001,0,0.714285731,3817.899902,matched (3)
Ghana,Volta,70393/15,70393,15,Rural,Rural Forest,Rural Forest,10,2016,4.900000036,6,182.1982037,1093.189209,Rural,0,0,0,0,0,0,0,0,3984.340034,131.3999939,0,0.714285731,4115.740234,matched (3)
Ghana,Volta,70394/01,70394,1,Rural,Rural Forest,Rural Forest,10,2016,5.25,7,157.9816143,1105.871338,Rural,963.5999756,963.5999756,0,0,0,0,0,0,2975.479992,218.9999962,291.9999886,0.714285731,4450.080078,matched (3)
Ghana,Volta,70394/02,70394,2,Rural,Rural Forest,Rural Forest,10,2016,2.469999969,4,157.9816143,631.9264526,Rural,0,0,0,0,0,0,0,0,665.760006,586.9199867,1146.099998,0.714285731,2398.780029,matched (3)
Ghana,Volta,70394/03,70394,3,Rural,Rural Forest,Rural Forest,10,2016,3.139999986,4,157.9816143,631.9264526,Rural,0,0,0,0,0,0,0,0,1807.480002,29.20000076,510.9999924,0.714285731,2347.679932,matched (3)
Ghana,Volta,70394/04,70394,4,Rural,Rural Forest,Rural Forest,10,2016,2.930000007,4,157.9816143,631.9264526,Rural,0,0,0,0,0,0,0,0,1505.259998,195.6400013,343.0999985,0.714285731,2044,matched (3)
Ghana,Volta,70394/05,70394,5,Rural,Rural Forest,Rural Forest,10,2016,0.790000021,1,157.9816143,157.9816132,Rural,0,0,0,0,0,0,0,0,2036.699984,284.6999969,0,0.714285731,2321.399902,matched (3)
Ghana,Volta,70394/06,70394,6,Rural,Rural Forest,Rural Forest,10,2016,1.75999999,2,157.9816143,315.9632263,Rural,749.4666748,0,0,749.4666748,0,0,0,0,3322.95998,182.4999943,0,0.714285731,4254.926758,matched (3)
Ghana,Volta,70394/07,70394,7,Rural,Rural Forest,Rural Forest,10,2016,2,3,157.9816143,473.9448547,Rural,0,0,0,0,0,0,0,0,2515.580019,0,0,0.714285731,2515.580078,matched (3)
Ghana,Volta,70394/08,70394,8,Rural,Rural Forest,Rural Forest,10,2016,3.310000002,4,157.9816143,631.9264526,Rural,0,0,0,0,0,0,0,0,3937.619991,32.12000084,1095.000019,0.714285731,5064.740234,matched (3)
Ghana,Volta,70394/09,70394,9,Rural,Rural Forest,Rural Forest,10,2016,3.930000007,5,157.9816143,789.9080811,Rural,0,0,0,0,0,0,0,0,2689.320003,58.40000153,262.7999954,0.714285731,3010.52002,matched (3)
Ghana,Volta,70394/10,70394,10,Rural,Rural Forest,Rural Forest,10,2016,2.209999979,3,157.9816143,473.9448547,Rural,0,0,0,0,0,0,0,0,2435.279984,224.8399906,416.1000099,0.714285731,3076.220215,matched (3)
Ghana,Volta,70394/11,70394,11,Rural,Rural Forest,Rural Forest,10,2016,2.940000057,4,157.9816143,631.9264526,Rural,0,0,0,0,0,0,0,0,991.3400002,0,0,0.714285731,991.3400269,matched (3)
Ghana,Volta,70394/12,70394,12,Rural,Rural Forest,Rural Forest,10,2016,5.660000026,8,157.9816143,1263.852905,Rural,1635.199951,1197.199951,0,0,0,0,438,0,11132.49992,189.8000031,0,0.714285731,12957.5,matched (3)
Ghana,Volta,70394/13,70394,13,Rural,Rural Forest,Rural Forest,10,2016,2.210000038,3,157.9816143,473.9448547,Rural,0,0,0,0,0,0,0,0,3194.479997,61.31999969,21.89999962,0.714285731,3277.699951,matched (3)
Ghana,Volta,70394/14,70394,14,Rural,Rural Forest,Rural Forest,10,2016,4.280000031,6,157.9816143,947.8897095,Rural,4146.400085,832.2000122,0,0,0,0,3314.200073,0,5473.53997,143.0799942,291.9999924,0.714285731,10055.02051,matched (3)
Ghana,Volta,70394/15,70394,15,Rural,Rural Forest,Rural Forest,10,2016,4.870000005,7,157.9816143,1105.871338,Rural,821.2499733,744.5999756,0,0,25.54999924,0,51.09999847,0,2460.10001,40.88000107,219,0.714285731,3541.22998,matched (3)
Ghana,Volta,70395/01,70395,1,Rural,Rural Forest,Rural Forest,10,2016,4.379999936,6,175.5586927,1053.352173,Rural,0,0,0,0,0,0,0,0,4245.679985,178.1199999,58.40000153,0.714285731,4482.200195,matched (3)
Ghana,Volta,70395/02,70395,2,Rural,Rural Forest,Rural Forest,10,2016,5.449999928,7,175.5586927,1228.910889,Rural,6394.800194,0,0,87.59999847,0,0,6307.200195,0,6409.399937,125.5600014,0,0.714285731,12929.75977,matched (3)
Ghana,Volta,70395/03,70395,3,Rural,Rural Forest,Rural Forest,10,2016,2.870000064,4,175.5586927,702.2347412,Rural,1054.241669,0,0,1054.241669,0,0,0,0,1530.079989,0,58.40000153,0.714285731,2642.721436,matched (3)
Ghana,Volta,70395/04,70395,4,Rural,Rural Forest,Rural Forest,10,2016,4.379999995,6,175.5586927,1053.352173,Rural,0,0,0,0,0,0,0,0,1005.940005,175.1999969,219,0.714285731,1400.140015,matched (3)
Ghana,Volta,70395/05,70395,5,Rural,Rural Forest,Rural Forest,10,2016,4.629999995,6,175.5586927,1053.352173,Rural,0,0,0,0,0,0,0,0,6472.179916,29.20000076,0,0.714285731,6501.379883,matched (3)
Ghana,Volta,70395/06,70395,6,Rural,Rural Forest,Rural Forest,10,2016,1.350000024,2,175.5586927,351.1173706,Rural,394.2000122,394.2000122,0,0,0,0,0,0,2493.680004,128.4799995,21.89999962,0.714285731,3038.259766,matched (3)
Ghana,Volta,70395/07,70395,7,Rural,Rural Forest,Rural Forest,10,2016,0.660000026,1,175.5586927,175.5586853,Rural,0,0,0,0,0,0,0,0,4321.600012,29.20000076,0,0.714285731,4350.800293,matched (3)
Ghana,Volta,70395/08,70395,8,Rural,Rural Forest,Rural Forest,10,2016,0.790000021,1,175.5586927,175.5586853,Rural,0,0,0,0,0,0,0,0,1321.300019,0,0,0.714285731,1321.300049,matched (3)
Ghana,Volta,70395/09,70395,9,Rural,Rural Forest,Rural Forest,10,2016,0.660000026,1,175.5586927,175.5586853,Rural,0,0,0,0,0,0,0,0,1176.760005,8.760000229,29.20000076,0.714285731,1214.719971,matched (3)
Ghana,Volta,70395/10,70395,10,Rural,Rural Forest,Rural Forest,10,2016,2.310000002,3,175.5586927,526.6760864,Rural,0,0,0,0,0,0,0,0,1492.120007,540.2000122,2087.800007,0.714285731,4120.120117,matched (3)
Ghana,Volta,70395/11,70395,11,Rural,Rural Forest,Rural Forest,10,2016,2.379999995,3,175.5586927,526.6760864,Rural,0,0,0,0,0,0,0,0,1972.460011,29.20000076,36.5,0.714285731,2038.159912,matched (3)
Ghana,Volta,70395/12,70395,12,Rural,Rural Forest,Rural Forest,10,2016,4.450000048,6,175.5586927,1053.352173,Rural,613.2000122,613.2000122,0,0,0,0,0,0,6012.279974,0,0,0.714285731,6625.47998,matched (3)
Ghana,Volta,70395/13,70395,13,Rural,Rural Forest,Rural Forest,10,2016,2.310000002,3,175.5586927,526.6760864,Rural,0,0,0,0,0,0,0,0,1852.740039,87.60000229,0,0.714285731,1940.339966,matched (3)
Ghana,Volta,70395/14,70395,14,Rural,Rural Forest,Rural Forest,10,2016,4.900000036,7,175.5586927,1228.910889,Rural,0,0,0,0,0,0,0,0,5212.200079,14.60000038,116.7999992,0.714285731,5343.600098,matched (3)
Ghana,Volta,70395/15,70395,15,Rural,Rural Forest,Rural Forest,10,2016,4.199999988,5,175.5586927,877.793457,Rural,613.2000122,0,0,613.2000122,0,0,0,0,5461.860022,73.00000191,43.79999924,0.714285731,6191.859863,matched (3)
Ghana,Volta,70396/01,70396,1,Rural,Rural Forest,Rural Forest,8,2017,6.330000043,9,222.2763371,2000.487061,Rural,584,584,0,0,0,0,0,0,1460.000002,0,29.20000076,0.714285731,2073.199951,matched (3)
Ghana,Volta,70396/02,70396,2,Rural,Rural Forest,Rural Forest,8,2017,5.549999952,7,222.2763371,1555.934326,Rural,73.91249847,0,0,73.91249847,0,0,0,0,1938.879972,0,0,0.714285731,2012.79248,matched (3)
Ghana,Volta,70396/03,70396,3,Rural,Rural Forest,Rural Forest,8,2017,0.790000021,1,222.2763371,222.2763367,Rural,0,0,0,0,0,0,0,0,430.7000017,0,1525.699993,0.714285731,1956.400024,matched (3)
Ghana,Volta,70396/04,70396,4,Rural,Rural Forest,Rural Forest,8,2017,3.070000052,4,222.2763371,889.1053467,Rural,0,0,0,0,0,0,0,0,3209.079978,0,175.1999931,0.714285731,3384.280029,matched (3)
Ghana,Volta,70396/05,70396,5,Rural,Rural Forest,Rural Forest,8,2017,4.620000005,6,222.2763371,1333.658081,Rural,0,0,0,0,0,0,0,0,6088.199976,14.60000038,394.1999893,0.714285731,6497.000488,matched (3)
Ghana,Volta,70396/06,70396,6,Rural,Rural Forest,Rural Forest,8,2017,0.660000026,1,222.2763371,222.2763367,Rural,0,0,0,0,0,0,0,0,197.0999975,0,1233.699989,0.714285731,1430.799927,matched (3)
Ghana,Volta,70396/07,70396,7,Rural,Rural Forest,Rural Forest,8,2017,0.660000026,1,222.2763371,222.2763367,Rural,0,0,0,0,0,0,0,0,43.80000114,0,1153.400028,0.714285731,1197.200073,matched (3)
Ghana,Volta,70396/08,70396,8,Rural,Rural Forest,Rural Forest,8,2017,2.089999974,4,222.2763371,889.1053467,Rural,0,0,0,0,0,0,0,0,3909.87999,0,0,0.714285731,3909.879883,matched (3)
Ghana,Volta,70396/09,70396,9,Rural,Rural Forest,Rural Forest,8,2017,2.040000021,3,222.2763371,666.8290405,Rural,620.5,328.5,0,0,0,0,292,0,3432.460006,0,73,0.714285731,4125.959961,matched (3)
Ghana,Volta,70396/10,70396,10,Rural,Rural Forest,Rural Forest,8,2017,5.310000002,7,222.2763371,1555.934326,Rural,467.2000122,467.2000122,0,0,0,0,0,0,7006.540099,0,649.6999893,0.714285731,8123.44043,matched (3)
Ghana,Volta,70396/11,70396,11,Rural,Rural Forest,Rural Forest,8,2017,0.660000026,1,222.2763371,222.2763367,Rural,0,0,0,0,0,0,0,0,1081.860004,0,467.199995,0.714285731,1549.059937,matched (3)
Ghana,Volta,70396/12,70396,12,Rural,Rural Forest,Rural Forest,8,2017,2.110000014,3,222.2763371,666.8290405,Rural,0,0,0,0,0,0,0,0,2922.920019,0,569.3999939,0.714285731,3492.319824,matched (3)
Ghana,Volta,70396/13,70396,13,Rural,Rural Forest,Rural Forest,8,2017,3.659999967,5,222.2763371,1111.381714,Rural,0,0,0,0,0,0,0,0,3629.559937,0,226.3000011,0.714285731,3855.860107,matched (3)
Ghana,Volta,70396/15,70396,15,Rural,Rural Forest,Rural Forest,8,2017,0.75999999,1,222.2763371,222.2763367,Rural,0,0,0,0,0,0,0,0,894.9800005,0,430.7000008,0.714285731,1325.679932,matched (3)
Ghana,Volta,70397/01,70397,1,Rural,Rural Forest,Rural Forest,2,2017,1.689999998,2,465.5339778,931.0679321,Rural,0,0,0,0,0,0,0,0,487.640008,182.5,576.700016,0.714285731,1246.840088,matched (3)
Ghana,Volta,70397/02,70397,2,Rural,Rural Forest,Rural Forest,2,2017,2.659999967,4,465.5339778,1862.135864,Rural,0,0,0,0,0,0,0,0,2914.159977,8.760000229,167.9000015,0.714285731,3090.819824,matched (3)
Ghana,Volta,70397/03,70397,3,Rural,Rural Forest,Rural Forest,2,2017,7.309999943,9,465.5339778,4189.805664,Rural,350.3999939,350.3999939,0,0,0,0,0,0,4216.479988,89.05999756,94.89999962,0.714285731,4750.839844,matched (3)
Ghana,Volta,70397/04,70397,4,Rural,Rural Forest,Rural Forest,2,2017,1.75999999,2,465.5339778,931.0679321,Rural,0,0,0,0,0,0,0,0,2255.699998,175.1999969,0,0.714285731,2430.899902,matched (3)
Ghana,Volta,70397/05,70397,5,Rural,Rural Forest,Rural Forest,2,2017,1.75999999,2,465.5339778,931.0679321,Rural,0,0,0,0,0,0,0,0,2227.959985,138.6999989,335.8000069,0.714285731,2702.459961,matched (3)
Ghana,Volta,70397/07,70397,7,Rural,Rural Forest,Rural Forest,2,2017,8.980000019,11,465.5339778,5120.873535,Rural,0,0,0,0,0,0,0,0,10817.13997,437.9999886,452.6000137,0.714285731,11707.73926,matched (3)
Ghana,Volta,70397/08,70397,8,Rural,Rural Forest,Rural Forest,2,2017,1.75999999,2,465.5339778,931.0679321,Rural,0,0,0,0,0,0,0,0,1950.560005,332.8799896,233.5999985,0.714285731,2517.040039,matched (3)
Ghana,Volta,70397/09,70397,9,Rural,Rural Forest,Rural Forest,2,2017,2.899999976,4,465.5339778,1862.135864,Rural,0,0,0,0,0,0,0,0,3676.280016,270.1000061,423.3999863,0.714285731,4369.780273,matched (3)
Ghana,Volta,70397/11,70397,11,Rural,Rural Forest,Rural Forest,2,2017,3.329999983,5,465.5339778,2327.669922,Rural,0,0,0,0,0,0,0,0,5635.599998,693.4999847,80.29999924,0.714285731,6409.399902,matched (3)
Ghana,Volta,70397/12,70397,12,Rural,Rural Forest,Rural Forest,2,2017,3.779999971,6,465.5339778,2793.203857,Rural,0,0,0,0,0,0,0,0,6364.140027,292,0,0.714285731,6656.140137,matched (3)
Ghana,Volta,70397/13,70397,13,Rural,Rural Forest,Rural Forest,2,2017,4.789999962,5,465.5339778,2327.669922,Rural,1158.266647,992.7999878,0,165.4666595,0,0,0,0,6139.300018,324.1199913,262.8000069,0.714285731,7884.486328,matched (3)
Ghana,Volta,70397/14,70397,14,Rural,Rural Forest,Rural Forest,2,2017,4.419999957,6,465.5339778,2793.203857,Rural,20.68333244,0,0,0,0,20.68333244,0,0,2960.880003,233.6000061,518.2999916,0.714285731,3733.463379,matched (3)
Ghana,Volta,70397/15,70397,15,Rural,Rural Forest,Rural Forest,2,2017,4.069999993,5,465.5339778,2327.669922,Rural,233.6000061,0,0,0,0,0,233.6000061,0,3009.05998,29.20000076,511.0000038,0.714285731,3782.860107,matched (3)
Ghana,Volta,70398/01,70398,1,Rural,Rural Savannah,Rural Savannah,8,2017,2.170000017,3,323.3695069,970.1085205,Rural,292,0,0,0,0,0,292,0,1248.300004,0,182.5000038,0.714285731,1722.800049,matched (3)
Ghana,Volta,70398/02,70398,2,Rural,Rural Savannah,Rural Savannah,8,2017,5.23999995,7,323.3695069,2263.58667,Rural,2754.533306,0,0,184.9333305,0,0,2569.599976,0,5022.399988,0,167.9000044,0.714285731,7944.833008,matched (3)
Ghana,Volta,70398/03,70398,3,Rural,Rural Savannah,Rural Savannah,8,2017,2,2,323.3695069,646.7390137,Rural,408.7999878,0,0,131.3999939,0,0,277.3999939,0,649.699975,0,503.7000122,0.714285731,1562.199951,matched (3)
Ghana,Volta,70398/04,70398,4,Rural,Rural Savannah,Rural Savannah,8,2017,2.209999979,3,323.3695069,970.1085205,Rural,9.733333588,0,0,9.733333588,0,0,0,0,1087.700002,0,0,0.714285731,1097.433228,matched (3)
Ghana,Volta,70398/05,70398,5,Rural,Rural Savannah,Rural Savannah,8,2017,3.25999999,5,323.3695069,1616.847534,Rural,4221.589977,0,3285,62.04999924,0,0,874.539978,0,7146.700008,189.8000031,649.6999969,0.714285731,12207.79004,matched (3)
Ghana,Volta,70398/06,70398,6,Rural,Rural Savannah,Rural Savannah,8,2017,4.169999957,5,323.3695069,1616.847534,Rural,146,0,0,146,0,0,0,0,6083.819983,146.0000038,364.9999886,0.714285731,6740.819824,matched (3)
Ghana,Volta,70398/07,70398,7,Rural,Rural Savannah,Rural Savannah,8,2017,3.969999969,5,323.3695069,1616.847534,Rural,2368.484985,0,0,799.3499756,0,0,1569.13501,0,2014.799994,80.29999924,467.2000027,0.714285731,4930.785156,matched (3)
Ghana,Volta,70398/10,70398,10,Rural,Rural Savannah,Rural Savannah,8,2017,2.689999998,4,323.3695069,1293.478027,Rural,131.3999939,0,0,131.3999939,0,0,0,0,700.8000107,0,138.7000036,0.714285731,970.8999634,matched (3)
Ghana,Volta,70398/12,70398,12,Rural,Rural Savannah,Rural Savannah,8,2017,1.450000048,2,323.3695069,646.7390137,Rural,265.8416595,0,0,129.5749969,0,0,136.2666626,0,2649.899982,0,94.90000153,0.714285731,3010.641357,matched (3)
Ghana,Volta,70398/15,70398,15,Rural,Rural Savannah,Rural Savannah,8,2017,5.959999979,7,323.3695069,2263.58667,Rural,2190.000046,0,0,248.1999969,0,0,1941.800049,0,8789.199963,452.6000023,576.7000179,0.714285731,12008.5,matched (3)
Ghana,Volta,70399/01,70399,1,Rural,Rural Savannah,Rural Savannah,8,2017,8.529999971,11,320.3871794,3524.259033,Rural,1165.566692,0,0,48.66666794,0,0,1116.900024,0,7497.099945,0,29.20000076,0.714285731,8691.867188,matched (3)
Ghana,Volta,70399/02,70399,2,Rural,Rural Savannah,Rural Savannah,8,2017,8.299999952,11,320.3871794,3524.259033,Rural,309.0333252,0,0,0,0,0,309.0333252,0,4723.099966,0,14.60000038,0.714285731,5046.733398,matched (3)
Ghana,Volta,70399/03,70399,3,Rural,Rural Savannah,Rural Savannah,8,2017,4.519999981,6,320.3871794,1922.32312,Rural,1221.290039,0,0,0,0,0,1221.290039,0,4796.100101,4.380000114,29.20000076,0.714285731,6050.970215,matched (3)
Ghana,Volta,70399/04,70399,4,Rural,Rural Savannah,Rural Savannah,8,2017,3.709999979,6,320.3871794,1922.32312,Rural,0,0,0,0,0,0,0,0,3520.059978,0,0,0.714285731,3520.060059,matched (3)
Ghana,Volta,70399/05,70399,5,Rural,Rural Savannah,Rural Savannah,8,2017,4.969999969,7,320.3871794,2242.710205,Rural,2604.883415,0,0,110.7166672,0,0,2494.166748,0,5847.299999,0,0,0.714285731,8452.183594,matched (3)
Ghana,Volta,70399/06,70399,6,Rural,Rural Savannah,Rural Savannah,8,2017,4.879999995,7,320.3871794,2242.710205,Rural,1082.224997,0,0,69.95833397,0,0,1012.266663,0,3521.520012,0,0,0.714285731,4603.745117,matched (3)
Ghana,Volta,70399/07,70399,7,Rural,Rural Savannah,Rural Savannah,8,2017,6.269999981,8,320.3871794,2563.097412,Rural,7340.149837,0,0,100.9833336,0,0,7239.166504,0,4723.099985,0,29.20000076,0.714285731,12092.4502,matched (3)
Ghana,Volta,70399/08,70399,8,Rural,Rural Savannah,Rural Savannah,8,2017,3.519999981,5,320.3871794,1601.935913,Rural,114.9749985,0,0,114.9749985,0,0,0,0,2657.200024,0,0,0.714285731,2772.175049,matched (3)
Ghana,Volta,70399/09,70399,9,Rural,Rural Savannah,Rural Savannah,8,2017,3.25999999,5,320.3871794,1601.935913,Rural,0,0,0,0,0,0,0,0,2217.740002,0,160.6000023,0.714285731,2378.340088,matched (3)
Ghana,Volta,70399/10,70399,10,Rural,Rural Savannah,Rural Savannah,8,2017,7.219999969,10,320.3871794,3203.871826,Rural,3372.599899,0,0,248.1999969,0,0,3124.399902,0,12964.7999,0,0,0.714285731,16337.39941,matched (3)
Ghana,Volta,70399/11,70399,11,Rural,Rural Savannah,Rural Savannah,8,2017,3.799999952,5,320.3871794,1601.935913,Rural,159.9916649,0,0,57.79166794,0,0,102.1999969,0,3730.300034,0,0,0.714285731,3890.291748,matched (3)
Ghana,Volta,70399/12,70399,12,Rural,Rural Savannah,Rural Savannah,8,2017,8.189999998,11,320.3871794,3524.259033,Rural,5861.900146,0,0,0,0,0,5861.900146,0,9690.020171,0,0,0.714285731,15551.9209,matched (3)
Ghana,Volta,70399/13,70399,13,Rural,Rural Savannah,Rural Savannah,8,2017,9.720000029,12,320.3871794,3844.64624,Rural,292,0,0,0,0,292,0,0,5496.900003,0,0,0.714285731,5788.899902,matched (3)
Ghana,Volta,70399/14,70399,14,Rural,Rural Savannah,Rural Savannah,8,2017,6.620000005,8,320.3871794,2563.097412,Rural,2686.399914,0,0,216.5666618,0,0,2469.833252,0,5635.599977,0,43.79999924,0.714285731,8365.799805,matched (3)
Ghana,Volta,70399/15,70399,15,Rural,Rural Savannah,Rural Savannah,8,2017,6.869999945,11,320.3871794,3524.259033,Rural,3445.600098,0,0,0,0,0,3445.600098,0,9431.600107,0,87.59999847,0.714285731,12964.80078,matched (3)
Ghana,Eastern,70400/01,70400,1,Urban ,Other Urban ,Urban Forest,4,2017,0.660000026,1,730.1682361,730.1682129,Urban,1197.200027,0,0,116.8000031,0,0,1080.400024,0,1657.099977,0,218.9999924,0.714285731,3073.300049,matched (3)
Ghana,Eastern,70400/02,70400,2,Urban ,Other Urban ,Urban Forest,4,2017,5.579999924,7,730.1682361,5111.177734,Urban,2686.400024,0,0,0,0,0,2686.400024,0,5041.380062,0,365,0.714285731,8092.779785,matched (3)
Ghana,Eastern,70400/03,70400,3,Urban ,Other Urban ,Urban Forest,4,2017,4.039999962,6,730.1682361,4381.009277,Urban,0,0,0,0,0,0,0,0,3581.380016,0,145.9999962,0.714285731,3727.380127,matched (3)
Ghana,Eastern,70400/04,70400,4,Urban ,Other Urban ,Urban Forest,4,2017,2.49000001,4,730.1682361,2920.672852,Urban,0,0,0,0,0,0,0,0,3879.21998,0,189.8000031,0.714285731,4069.02002,matched (3)
Ghana,Eastern,70400/06,70400,6,Urban ,Other Urban ,Urban Forest,4,2017,3.659999967,5,730.1682361,3650.841064,Urban,0,0,0,0,0,0,0,0,892.0600033,0,73,0.714285731,965.0599976,matched (3)
Ghana,Eastern,70400/08,70400,8,Urban ,Other Urban ,Urban Forest,4,2017,6.549999952,9,730.1682361,6571.51416,Urban,0,0,0,0,0,0,0,0,3371.140028,5.840000153,116.8000031,0.714285731,3493.780273,matched (3)
Ghana,Eastern,70400/09,70400,9,Urban ,Other Urban ,Urban Forest,4,2017,2.209999979,3,730.1682361,2190.504639,Urban,0,0,0,0,0,0,0,0,3944.920027,0,321.2000046,0.714285731,4266.120117,matched (3)
Ghana,Eastern,70400/10,70400,10,Urban ,Other Urban ,Urban Forest,4,2017,4.419999957,6,730.1682361,4381.009277,Urban,0,0,0,0,0,0,0,0,2003.11998,0,291.9999924,0.714285731,2295.119873,matched (3)
Ghana,Eastern,70400/14,70400,14,Urban ,Other Urban ,Urban Forest,4,2017,1.560000002,3,730.1682361,2190.504639,Urban,0,0,0,0,0,0,0,0,2801.739971,5.840000153,248.2000008,0.714285731,3055.780029,matched (3)
Ghana,Eastern,70400/15,70400,15,Urban ,Other Urban ,Urban Forest,4,2017,3.209999979,4,730.1682361,2920.672852,Urban,16702.39978,0,0,0,0,0,16702.39978,0,4688.059983,0,233.6000061,0.714285731,21624.05859,matched (3)
Ghana,Eastern,70401/01,70401,1,Urban ,Other Urban ,Urban Forest,4,2017,3,4,499.2603324,1997.041382,Urban,0,0,0,0,0,0,0,0,1956.400002,13592.59977,511,0.714285731,16060,matched (3)
Ghana,Eastern,70401/02,70401,2,Urban ,Other Urban ,Urban Forest,4,2017,0.790000021,1,499.2603324,499.2603455,Urban,0,0,0,0,0,0,0,0,1630.820006,84.68000031,1664.399963,0.714285731,3379.899902,matched (3)
Ghana,Eastern,70401/03,70401,3,Urban ,Other Urban ,Urban Forest,4,2017,3.519999981,5,499.2603324,2496.301758,Urban,0,0,0,0,0,0,0,0,11818.69998,255.5,386.8999901,0.714285731,12461.10059,matched (3)
Ghana,Eastern,70401/04,70401,4,Urban ,Other Urban ,Urban Forest,4,2017,0.790000021,1,499.2603324,499.2603455,Urban,0,0,0,0,0,0,0,0,3425.159991,90.51999664,846.7999821,0.714285731,4362.47998,matched (3)
Ghana,Eastern,70401/06,70401,6,Urban ,Other Urban ,Urban Forest,4,2017,3.829999983,5,499.2603324,2496.301758,Urban,0,0,0,0,0,0,0,0,10409.79996,826.3599987,379.5999908,0.714285731,11615.75977,matched (3)
Ghana,Eastern,70401/07,70401,7,Urban ,Other Urban ,Urban Forest,4,2017,0.790000021,1,499.2603324,499.2603455,Urban,0,0,0,0,0,0,0,0,1484.819996,175.1999969,58.40000153,0.714285731,1718.419922,matched (3)
Ghana,Eastern,70401/09,70401,9,Urban ,Other Urban ,Urban Forest,4,2017,4.069999933,5,499.2603324,2496.301758,Urban,0,0,0,0,0,0,0,0,15927.14006,248.1999989,73,0.714285731,16248.33984,matched (3)
Ghana,Eastern,70401/10,70401,10,Urban ,Other Urban ,Urban Forest,4,2017,1.280000031,2,499.2603324,998.5206909,Urban,0,0,0,0,0,0,0,0,2322.859993,351.8600006,277.4000053,0.714285731,2952.120117,matched (3)
Ghana,Eastern,70401/11,70401,11,Urban ,Other Urban ,Urban Forest,4,2017,0.660000026,1,499.2603324,499.2603455,Urban,0,0,0,0,0,0,0,0,722.6999998,23.36000061,569.3999825,0.714285731,1315.459961,matched (3)
Ghana,Eastern,70401/12,70401,12,Urban ,Other Urban ,Urban Forest,4,2017,1,1,499.2603324,499.2603455,Urban,0,0,0,0,0,0,0,0,1111.060005,33.57999802,343.1000004,0.714285731,1487.73999,matched (3)
Ghana,Eastern,70401/13,70401,13,Urban ,Other Urban ,Urban Forest,4,2017,2.480000019,3,499.2603324,1497.781006,Urban,0,0,0,0,0,0,0,0,1516.939998,7.300000191,613.1999969,0.714285731,2137.439941,matched (3)
Ghana,Eastern,70401/14,70401,14,Urban ,Other Urban ,Urban Forest,4,2017,3.939999998,6,499.2603324,2995.562012,Urban,0,0,0,0,0,0,0,0,4111.360004,14.60000038,423.4000053,0.714285731,4549.359863,matched (3)
